name,address,score,reviews count,avg price,province,description images
Quán Cơm Quế Phát,22A Trần Nhật Duật,"4,2","1,6 N",1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNP5jHkjW1JXj1lSuNFO6LVozfx9B1Fc1YSEPCz, https://lh5.googleusercontent.com/p/AF1QipNEom8fwxps4ENfTyABcm0SW8bz2mTZoMm59hQj, "
Lẩu trâu Kiều Thu,122 Đ. Phó Đức Chính,"4,2","1,1 N",100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMZyOc0EjxtSwZESGRm9QyHuiGNeIuSxSnH7tlR, https://lh5.googleusercontent.com/p/AF1QipO8wg73Q0MgD93LlF1eCe7v9XZzrB2OOPT3jkxX, "
Cơm tấm Cây Điệp,67 Lý Tự Trọng,"4,1",653,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNIdracVg7qktFuLp4EXCMPO3U29PCrVMbYY0mz, https://lh5.googleusercontent.com/p/AF1QipMFRE6pb4IlpiL14HTi_dBG3R09u7HOBqR8vZhc, "
Đu đủ đâm RINA,An Giang,"4,4",562,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO1zrUbfWUwZX5MPOwlYTlHuagafP5xQxSaTZIQ, https://lh5.googleusercontent.com/p/AF1QipMINmKFK0nWbw7yx9h894p0_LTvZ8s_HOBBoEs0, "
Nhà hàng Thắng Lợi 1,Số 01 Đ. Lê Hồng Phong,"3,8",958,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOAaKSuOYw2IDVoxbFnFUlLpfkxuegDUMSek-CB, https://lh5.googleusercontent.com/p/AF1QipOY2XilYgkDxbrfKJtAQ_4rzNAvjSuJ1KFXievO, "
Lẩu mắm Hiếu Miênn,5D Lê Lai,"4,4",410,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMrRTP4gbbdIMzt5mu573fshC4AB5mT91kX6mQ, https://lh5.googleusercontent.com/p/AF1QipPGg0yPvxMsJkBS6MAQhvNJS2BppOezRhOGt26R, "
Nhà hàng Khoa Trí,12 F1 Lạc Long Quân,"4,1",565,1-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO_inPR5RuhiKSqEU1q2sNbv9PoRWRVUiMCP2tI, https://lh5.googleusercontent.com/p/AF1QipOp9rkgwPHKhUxwPMFIFnYwQMW5UI5YEmCZIshh, "
Quán Làng Tôi,32 Trần Nhật Duật,"4,1",314,300.000-400.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOumBaifQ-ScNXOJ6UgIIvwg2FtY45SwHtDRF7r, https://lh5.googleusercontent.com/p/AF1QipMZGfUK-aB7kRrY8Ynh3Bbi0oJP0Ex30wdCH_JP, "
Cơm tấm Hướng Dương - Long Xuyên,20-22-24 Phan Đình Phùng,"3,7",594,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPGVB_6WOgSD25YxDcbZ7zHW4KZ7Z-6rNeYvNLq, https://lh5.googleusercontent.com/p/AF1QipO9HuuIdHiz5GYSlXO-ectrp0Ru3AgLc5S8orOn, "
Quán Bò Tư Thiêng,654 Tổ 6,"4,0",147,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOqk29ByMHJd9I1mUap1YZXHq9JN-zaYp2ea1EG, https://lh5.googleusercontent.com/p/AF1QipP0opM0j-gEo1OezEMQ6opS-ROpYQB38OIxFD0m, "
Lộc Vừng Quán,175 Đường Trưng Nữ Vương,"4,0",141,200.000-300.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO3zXzL-LQI-OUJz4qgjMoXnrxX9Q-lccu4zQN-, https://lh5.googleusercontent.com/p/AF1QipNUAbGcfsaIFFPks9jlZAGGXD2EiWYx-reKZPDT, "
Tiệm Cơm Bảy Bồng 2,121 Trưng Nữ Vương,"4,1","2,3 N",100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipM11b2wlcRqWGRxzoJEltkYpplwzvjTGOd-cjw, https://lh5.googleusercontent.com/p/AF1QipOaXsHG8lEynoz5uaWbbpu5LjgkMBkSjyNbyZ7q, "
Quán Ăn Thái Thành,An Giang,"4,1",130,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNVWDS5uwXcEVcpeUuwbdKI7IEaZqCQMrQi40WA, https://lh5.googleusercontent.com/p/AF1QipM9OuB-R9zPACIxISdUPpbfXIYot4VoMZasMZ2h, "
Quán bò Trường Nhựt,M3HC+2PJ,"4,4",118,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNGXNoRwjJPn0Q300yIRSxqun_w_Ya-gyUsM9nh, https://lh5.googleusercontent.com/p/AF1QipN1hC5dgtTIbkXrAearFJOHynV0thV2A6kwj0uG, "
Quán Phở HOÀ,"9CGR+PFV, Lý Thái Tổ","4,0",237,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipN6SLV6pBpo-5W5BVK3yWaOBbwlcCDP0cEKO_ix, https://lh5.googleusercontent.com/p/AF1QipNHCu_AZVldU7uCpMX0J8vYJhl563lBwkrvXsco, "
Nhà Hàng Long Xuyên,"9CMR+23J, Lương Văn Cù","4,0",233,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNYUWRor1M0TPL0M2V0uM0MN2bYuYbobfiHiQ5Q, https://lh5.googleusercontent.com/p/AF1QipM4lp_8H0AEizEGBsmBOD9QjzhHV7uFTLOIHsBl, "
Quán Cơm Thanh Truyền,"Q6WQ+WH7, Đường Nguyễn Tri Phương","4,2",99,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMt1iXln4aH0SSHQV-VP4otKh4-cKbgay6UNbhL, https://lh5.googleusercontent.com/p/AF1QipPjuHd_mUVgig-cWIb1SGCuN4vgJBfVaddF-N8N, "
Hội Quán Châu Đốc,68 Hoàng Diệu,"4,3",725,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPQzUGTgoQrggpQskfQadCtMj3qidks_j99zhu8, https://lh5.googleusercontent.com/p/AF1QipNZdlbCvcsiiv4yTp2cyGtzw8K1bHXN39M-MjPo, "
Quán Bờ Sông,6/1A Bùi Văn Danh,"3,9",231,200.000-300.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNafOXe0Fg6uUH5nDa2uy0tsZBZerZZHT_HxE8v, https://lh5.googleusercontent.com/p/AF1QipNlKM3xQSJMYeccpzOrGD1oLL3Pum6pkox9SRjC, "
Gà Đốt Ô Thum,"9XFH+X27, Hang Tuyên Huấn","4,2",542,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipM-2sjTAWiqGjwTc71dxMym7K5ttDW5i9doo7AD, https://lh5.googleusercontent.com/p/AF1QipOQkTTmWtGfg4MFi2kqGvqTD3TFVOKaGhffg0dA, "
Quán cơm Bảy Bồng,20 Đ. Sương Nguyệt Anh,"3,8",516,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOKzhLnTlg5lNFN24eKPMzlCaL_gOkPelJA3Tw, https://lh5.googleusercontent.com/p/AF1QipOwx-EfIDh7MEskBlrCfoaLH7_Z8doxa-LPy2mv, "
Nhà Hàng Hai Lúa Đồng Quê,Muong Mo,"4,1",537,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMDmMha0_4rkmcMilz2uaZm5k4W1hyddPlX97X-, https://lh5.googleusercontent.com/p/AF1QipOS2spj-FU5GNBJKrrIlZc_mWiT2KY3D-UZEGHS, "
Quán Cơm Hai Thuế 2,26 Nguyễn Trãi,"4,1",554,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipM5OhLJcYSIIDGReZScxb5-zuVv-pGvZGT8sHda, https://lh5.googleusercontent.com/p/AF1QipNSih4jBzdAuD_iLUWsTJczsPzNg5qUUy5PXjf9, "
Lẩu Bò Thu Thuỷ,"691A/35, 691 Trương Định","4,2",504,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNWjpQMXhtR_P9HpHB22WeVet-DBv5ppIbba9kp, https://lh5.googleusercontent.com/p/AF1QipMM9q5u55HM9mCNu7460qAFcJMVTqJoMypjs5mH, "
Quán Cơm Cây Dừa,95/4 Trần Hưng Đạo,"4,0",650,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPUBJm17-MKsYT9oQ4jzXo3az5gsCNuLu2WSXe1, https://lh5.googleusercontent.com/p/AF1QipPVApb8IdTL05drJHRdtbEQRq42g1PV8I2d4fpT, "
Bassac Restaurant,1 Hẻm Lê Lợi,"4,9",397,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO_aiaau-C0-EoVzEl__WlE4I5IAMC7Ekid9wBg, https://lh5.googleusercontent.com/p/AF1QipMdvp0vBYaK1qnSb5_Bdc2CtRbg_83HY-1E-QCp, "
Tiệm Cơm Mỹ Huệ ( có tiền 10k/người ),104 Bạch Đằng,"3,9",242,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO8iqfIiLTjdm_LzvrxkVvSBg0Arl__IBz4fWs_, https://lh5.googleusercontent.com/p/AF1QipOBHejjeeMTdAc9ydTlmIqLVYQpXuCuEhiY2gIT, "
Quán Ăn Lưu Luyến,135 Trưng Nữ Vương,"3,9",101,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOWAKwAh1AODZl7xa0Z8wjWxMyBjCrr9DL-RpDZ, https://lh5.googleusercontent.com/p/AF1QipNmOfsZ7eJKYb8ywKycZeKSskeCsPgNX6r3jz5g, "
Quán Ăn Sân Vườn 234,FFXR+QR9,"3,7",202,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMVrcdjVqHu1ZEAFx8xkennhCgUesoyuES2cvkH, https://lh5.googleusercontent.com/p/AF1QipNALyVuE2Fe6G2Avb2PRl7nLylNH4G8KkKOCG1_, "
Nhà Hàng Hải Sản Long Xuyên,15 Trần Nhật Duật,"4,8",9,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNBZ8TcPynB9SNelUaDCQYVmKx0rqrMrWEonXnK, https://lh5.googleusercontent.com/p/AF1QipNgd15k7BAkrx7eu36j8UbjC1YQhBDp-Kqd0lsr, "
Quán Cơm Thúy An,Ng. Võ Thị Sáu,"4,3",81,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOkl-ox1ewQqTdaOaoPvpJqFR6YbJwU_BnG5TxE, https://lh5.googleusercontent.com/p/AF1QipPMtCd63pTmOUUcQrBk2hFMvuXL64z_I1pHJdEx, "
Quán ăn gia đình - dịch vụ nấu ăn Hoàng Yến,Đường Trần Thị Huệ,"4,9",15,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOuFTKR6-H8d02fiGsYHhoKX1991YoTM5IQtWoY, https://lh5.googleusercontent.com/p/AF1QipOlMujwFtIm3tA1sGpKv1suaYROwx3Vpw-gIH7r, "
Quán ăn An Yên Chay,42 Trần Quốc Toản,"4,7",42,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMZ_JA02FbN8SkErbV4dPsSo3B9S4PZz_UYvJHh, https://lh5.googleusercontent.com/p/AF1QipNvAbjEGVCEj4rFfKpIOUR7RiYSxl8uOPIwVI0y, "
Quán ăn Cầu Châu Đốc,"M4WP+9J3, QL91","4,6",34,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipN_tDzF_83q-teo-V3pKw-Yfd9yYg924_3pbms, https://lh5.googleusercontent.com/p/AF1QipNB6C0Go_xWVrX09V5hYzQ35ZWTMHB9sY2xAwE, "
Quán ăn Hoa Đồng Nội,QLN1,"4,0",42,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPVzNgXENblFpEiRD0Ddl5Oe8KnLpGV-re6ER1t, https://lh5.googleusercontent.com/p/AF1QipOaQZs0N1wHF-Ull34ujOlwpYu00E54UopBvqME, "
Bánh canh Vĩnh Trung Mỹ Tiên,Đại lộ Lê Lợi,"3,9",430,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOXdv0GXkFuYYQU5JN0MMQjBHf2bi_x0pX4JbD6, https://lh5.googleusercontent.com/p/AF1QipPcJL0coXY7ntLMqTdZpinvrDaJzLjCDSwCTzUq, "
Nhà hàng Lẩu băng chuyền Vạn Mai Hương,199 Đ. Nguyễn Tri Phương,"4,3",12,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOpyUciobI_kILn8PftgdqTOuoICxwDGwvLIJIO, https://lh5.googleusercontent.com/p/AF1QipOOANI2wbQ9ejSfSBCNJzCslangruyRo6xu1tDs, "
Cháo bò Thuỷ Đen,An Giang,"4,1",204,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO9xhrJBksUrtpMWCEOT9SaY93IeLrCHFuSR45J, https://lh5.googleusercontent.com/p/AF1QipNHsMLPcUkqSIeCajTYQD1sSGaIhHx7TyvLl0-D, "
Nhà Hàng Làng Nướng Châu Đốc,Tổ 3 Đường Thi Sách,"3,8",146,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMpZOs5KoVoXwTV10vVP2oHrerz7Wlfu1mfhclX, https://lh5.googleusercontent.com/p/AF1QipP7jYXSdLZW2bEhURucfA4GH0u2IRBmReLfYLE-, "
Vườn Hạnh Phúc - Restaurant & Lounge,24Bis Tôn Đức Thắng Mỹ Bình Long Xuyên Mỹ Bình Long Xuyên An Giang,"4,2",478,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNO2nm5uDJNWY813KhzaGjFLIjjWSFODsg6rC-K, https://lh5.googleusercontent.com/p/AF1QipPR_n4705I1mZQjyGppRuY9B6ICSLk5Ff75_Y32, "
Lá Giang Restaurant,"City, Ward","4,9",16,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOknz-hjvE-nb6wg3jh71hFBHAFuKsBFB_Yon70, https://lh5.googleusercontent.com/p/AF1QipO69habVpzZMJX5YhbINyWW9VNBdByyUbsvorxG, "
Quán Ăn Hoàng Yến,04 & 31 Đường Trần Hưng Đạo,"4,2",13,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNmPITEztdsA4E7a0XQaOOO5O4NvrHB09fIqHHz, https://lh5.googleusercontent.com/p/AF1QipM58jzlIwLQAcPivCZK99DcEhNaIoCP1wjH1ZhV, "
Quán ăn Hương Dừa,"Hà Bao 1, 6304 QL91C","4,4",25,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPdJOL6Rs3J8y_8RWrhapeJytIGgFZekCP4LuBv, https://lh5.googleusercontent.com/p/AF1QipP4Es-OC3IzNynF7dhRlhPkkJOTUZw6MAo8XNWe, "
Quán Ăn Hải Hạnh,"CXFV+523, Nam Kỳ Khởi Nghĩa","4,4",7,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOxmKtZ7rhOG3pcePu6e-YBkA6P8P_azTM0iprU, https://lh5.googleusercontent.com/p/AF1QipOTxVuxM2ocBDb7ndRP0I3ZckBmuKUK397n_trx, "
Quán ăn Tú Linh,"An Hảo, Thị xả Tịnh Biên","5,0",11,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOYzx6IQXrEY0qX4KixU19TRrGfUIdUf2mUXtKL, https://lh5.googleusercontent.com/p/AF1QipNv4RCpxbryiDHr1pRREZXj6uMCnQrbi7QMwKlY, "
Vườn Sinh Thái - Đồng Quê Quán,420 Tổ 22,"4,3",33,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMA7n1bbSDcff5SBZuoaInZhcx3YAo2mFMEJfuI, https://lh5.googleusercontent.com/p/AF1QipMB8RQJ4Y_lEWWo-aW58mM09D9x700SIXkHG3TD, "
Quán ăn Trường Giang,36a Bùi Văn Danh,"5,0",6,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPPRLcjH2er4bbysieE8IcQwkkuHc7xTEbcJXet, https://lh5.googleusercontent.com/p/AF1QipO9h5LTe03GpkUGbuZ7r0cxksDCHVmSHNCnynLc, "
Quán ăn Sáng Út Châu,10 Hẻm Nguyễn Du,"4,0",1,None,An Giang,
Quán ăn gia đình Cây Sung,11 3A Lê Triệu Kiết,"4,6",10,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOY3NWHRKZbf5_k7ChBKCFMBTsR7AIBmEezIWFx, https://lh5.googleusercontent.com/p/AF1QipMTX9YzSIHLC4uScMlx9b_4SQ4sRDsUxJuv5CVx, "
Quán Cơm Lưu Luyến,Trà Sư,"3,4",199,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMsvehkxSigD4bikR8Poq23tQF190fERKFGgyEi, https://lh5.googleusercontent.com/p/AF1QipM4oVS16MRLXOXmTqdnGU2Au2PqMPpA47-cXu2G, "
Quán Cơm 9 Diệp,"M5P2+484, Tôn Đức Thắng","3,6",150,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNd5dW7hvVNWsx-q_gUV6GY5aH2sM6SU884JKSg, https://lh5.googleusercontent.com/p/AF1QipPeUF4-4CrhpE-eHai52bmJwUeqnz0J8tG23Mdh, "
Quán Ăn Hương Dừa,"G2HH+G5F, Đại lộ Lê Lợi","4,1",34,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPhuKW_Sb4H-elRWkyNgw4ekdGwaZj-asME2RyH, https://lh5.googleusercontent.com/p/AF1QipMNzprlRWEvA0JWywmY2vo-SenaXsIRNDES4XWq, "
Quán Đu Đủ Đâm Ly Ly,CXRV+G8C,"4,3",87,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOEFFETU8UUkR3XjyY6zcZ1HgQM49u1Gf_MHNDl, https://lh5.googleusercontent.com/p/AF1QipN9irQx1QpYpcv7IjDnXyfqDLEvabX8XBr_CtFS, "
Tiệm Lẩu Nhà An,268 Ung Văn Khiêm,"4,0",88,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOXNqRtiPk5ewOsYOTxdtY2BkUxlfnJwroByINQ, https://lh5.googleusercontent.com/p/AF1QipMUwrf0-720mauWYLTKzleCm_U_BGoFdsG48rES, "
Quán Ăn Lẩu Ken,163 Trưng Nữ Vương,"2,9",37,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNJVquHJsX0QdH-mYO7SaE8Iqzk9hqIipPPwQNM, https://lh5.googleusercontent.com/p/AF1QipNBS2DKHiFORWOwYezTdizd9eayIoGrgI8VR_Vv, "
Quán ăn Nhật Thanh,Lý Bôn,"4,2",42,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPt1u9f0qiobC9uC2EVvb64jdmUIDGoyKLb6hMS, https://lh5.googleusercontent.com/p/AF1QipOPlM0GcOr2Y1KJXXJ1QJsYIyd3sCey8trJgOco, "
Nhà hàng Chay Bồ Đề Tâm,275 Đường Trần Hưng Đạo,"4,4",55,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOq6jQj8YC_JIyyMSf4dHa3AWi8zTJRr2gb1U3V, https://lh5.googleusercontent.com/p/AF1QipMm-TFkzbcKopznaKzlnIGNXly8V-vm_cyT6RH9, "
Quán ăn Quê Tôi,CC5G+H4,"5,0",4,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOgC3gqmOIEZemvD6pO5WPoJIup7XhxxB2btOQn, https://lh5.googleusercontent.com/p/AF1QipNvPuLf582Fo9n5fDnCoL09LTE91coc3vlNZc1L, "
Quán cơm Thuỳ Dương,386 Trần Hưng Đạo,"3,9",157,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMqysnNZAwCPtujVnyd2wLZRPNLi6AQ0GYxI3lZ, https://lh5.googleusercontent.com/p/AF1QipMUut81R6wQdpov7_p5KBzBWm3mU8pBWPChbo6Y, "
Quán ăn Phương Tuyền,26 Trần Hưng Đạo,"4,7",3,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipMe5srzRUPvU38EDfi30wbMQkVrNYQJk12wsIzG, https://lh5.googleusercontent.com/p/AF1QipOprbZc7C7sCuw9cgD16rE_Dhss1oLCJBabpJMC, "
Quán ăn Giang Mập,An Giang,"4,2",18,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipNhEttr8O5eNeE6OQ6aX4l4PAXoxAqePZbvRuWN, https://lh5.googleusercontent.com/p/AF1QipNM2s3o2bNky9h9lCGme6KfjWAJ7DJ2KkhXv2Rw, "
Quán Cơm Ngon,550 Thủ Khoa Huân,"5,0",1,None,An Giang,
Bánh xèo 941,F825+XWR,"4,5",13,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipN4oDD7moDIi_RmCK7FHQ9FPuLPlNVp0aZPLmqe, https://lh5.googleusercontent.com/p/AF1QipPYWnPZNa9ZIHGizcwng2z7fYgLHVEpKSlaKNb0, "
Quán Cơm Sáu Tàu,32 Thái Phiên,"4,0",37,1-100.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipOCEK48kmMW8QVGsCQYKk0oaPb8qYIJsOGfrcX8, https://lh5.googleusercontent.com/p/AF1QipMz4TT83jbgAPLjbaD8d5otPaQkyXBp5Ft-SfIk, "
Quán Hải Đến,9CJX+RPX,"4,1",69,None,An Giang,"https://lh5.googleusercontent.com/p/AF1QipO_WSF3c2SxpoSveSGY4aTsvM0iOFIUwRzMgkh_, https://lh5.googleusercontent.com/p/AF1QipNKkvLJWKZeV39T65bgVgM0UMpUM7QJdNAz281D, "
DON Chicken Long Xuyên,44 Đ.Tôn Đức Thắng,"4,3",172,100.000-200.000 ₫,An Giang,"https://lh5.googleusercontent.com/p/AF1QipPvDkjxH80tc4GS-cvG2ZadXITNOrHJ0tPIwrvA, https://lh5.googleusercontent.com/p/AF1QipNgdlpb_HYATL3hnb6zMW0NOmA74AagLq0SHjai, "
